Entry_Date,Entry_Time,Exit_Date,Exit_Time,Underlying_Symbol,Strategy_Direction,Execution_Mode,Entry_Label,Exit_Label,Underlying_Entry_Price,Underlying_Exit_Price,Option_Symbol,Option_Strike,Option_Type,Option_Bucket,Option_Entry_Price,Option_Exit_Price,Entry_Fair_Value,Exit_Fair_Value,Entry_Limit_Price,Exit_Limit_Price,Entry_Spread_Pct,Exit_Spread_Pct,Entry_Quote_Source,Exit_Quote_Source,Entry_Pricing_Mode,Exit_Pricing_Mode,Entry_Repriced,Exit_Repriced,Entry_Slippage_vs_Fair,Exit_Slippage_vs_Fair,Qty,PnL,Trade_ID
2026-04-24,11:17:07,2026-04-24,11:18:08,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23908.1,23910.9,NIFTY28APR2623950PE,23950.0,PE,ITM1,182.05,180.05,181.9,180.15,185.0,180.0,0.027491,0.027739,ws,ws,type_b_ladder,type_b_ladder,False,False,0.15,-0.1,65,-130.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:17:07:SHORT
2026-04-24,11:19:44,2026-04-24,11:23:30,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23924.0,23932.85,NIFTY28APR2623900CE,23900.0,CE,ITM1,195.4,198.0,195.29,198.01,200.0,195.0,0.025598,0.025249,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1125,-0.0091,65,169.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:19:44:LONG
2026-04-24,11:26:31,2026-04-24,11:27:37,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23939.4,23934.25,NIFTY28APR2623900CE,23900.0,CE,ITM1,203.0,199.2,202.8,199.63,205.0,195.0,0.024643,0.025066,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1983,-0.4278,65,-247.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:26:31:LONG
2026-04-24,11:29:40,2026-04-24,11:30:54,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23929.3,23935.75,NIFTY28APR2623950PE,23950.0,PE,ITM1,170.8,165.6,170.76,165.72,175.0,165.0,0.0293,0.030161,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0429,-0.1217,65,-338.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:29:40:SHORT
2026-04-24,11:31:06,2026-04-24,11:34:39,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23937.85,23945.85,NIFTY28APR2623900CE,23900.0,CE,ITM1,201.7,205.15,201.56,205.32,205.0,205.0,0.02482,0.024343,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1364,-0.1667,65,224.25,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:31:06:LONG
2026-04-24,11:36:02,2026-04-24,11:38:09,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23935.35,23930.2,NIFTY28APR2623950PE,23950.0,PE,ITM1,168.0,170.3,167.7,170.44,170.0,170.0,0.029789,0.029343,ws,ws,type_b_ladder,type_b_ladder,False,False,0.2972,-0.1385,65,149.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:36:02:SHORT
2026-04-24,11:40:39,2026-04-24,11:43:16,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23928.9,23928.3,NIFTY28APR2623950PE,23950.0,PE,ITM1,170.85,168.55,170.84,168.65,175.0,165.0,0.029278,0.029652,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0107,-0.1,65,-149.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:40:39:SHORT
2026-04-24,11:45:21,2026-04-24,11:46:35,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23922.5,23920.9,NIFTY28APR2623950PE,23950.0,PE,ITM1,173.5,173.7,173.33,173.76,175.0,170.0,0.028839,0.02876,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1667,-0.06,65,13.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:45:21:SHORT
2026-04-24,11:48:03,2026-04-24,11:51:12,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23912.85,23901.6,NIFTY28APR2623950PE,23950.0,PE,ITM1,177.35,184.0,177.26,184.3,180.0,180.0,0.028217,0.027144,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0913,-0.2968,65,432.25,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:48:03:SHORT
2026-04-24,11:55:12,2026-04-24,11:55:17,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23896.5,23899.4,NIFTY28APR2623900PE,23900.0,PE,ITM1,160.55,158.55,160.47,158.64,165.0,155.0,0.031162,0.031501,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0828,-0.0875,65,-130.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:55:12:SHORT
2026-04-24,11:55:48,2026-04-24,11:56:36,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23894.95,23902.0,NIFTY28APR2623900PE,23900.0,PE,ITM1,164.8,157.0,164.6,157.23,165.0,155.0,0.030363,0.031822,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1979,-0.2311,65,-507.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:55:48:SHORT
2026-04-24,11:57:14,2026-04-24,11:58:20,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23905.95,23900.0,NIFTY28APR2623900CE,23900.0,CE,ITM1,184.0,182.45,183.77,182.47,185.0,180.0,0.027192,0.027379,ws,ws,type_b_ladder,type_b_ladder,False,False,0.2301,-0.0159,65,-100.75,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T11:57:14:LONG
2026-04-24,12:00:42,2026-04-24,12:01:42,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23894.8,23898.95,NIFTY28APR2623900PE,23900.0,PE,ITM1,161.45,158.95,161.35,159.19,165.0,155.0,0.030989,0.031417,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1,-0.24,65,-162.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:00:42:SHORT
2026-04-24,12:02:45,2026-04-24,12:03:42,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23906.35,23902.25,NIFTY28APR2623900CE,23900.0,CE,ITM1,184.35,182.4,184.06,182.67,185.0,180.0,0.027155,0.027379,ws,ws,type_b_ladder,type_b_ladder,False,False,0.2893,-0.2667,65,-126.75,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:02:45:LONG
2026-04-24,12:08:43,2026-04-24,12:11:34,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23912.35,23919.45,NIFTY28APR2623900CE,23900.0,CE,ITM1,188.8,192.6,188.72,192.85,190.0,190.0,0.026504,0.025934,ws,ws,type_b_ladder,type_b_ladder,False,False,0.08,-0.2476,65,247.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:08:43:LONG
2026-04-24,12:13:23,2026-04-24,12:13:34,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23928.0,23923.25,NIFTY28APR2623900CE,23900.0,CE,ITM1,195.2,192.7,194.96,192.81,200.0,190.0,0.025638,0.025924,ws,ws,type_b_ladder,type_b_ladder,False,False,0.245,-0.1077,65,-162.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:13:23:LONG
2026-04-24,12:14:31,2026-04-24,12:15:47,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23932.0,23931.15,NIFTY28APR2623900CE,23900.0,CE,ITM1,199.6,196.3,199.35,196.64,200.0,195.0,0.025072,0.025442,ws,ws,type_b_ladder,type_b_ladder,False,False,0.2528,-0.3409,65,-214.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:14:31:LONG
2026-04-24,12:20:42,2026-04-24,12:21:56,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23917.8,23920.4,NIFTY28APR2623950PE,23950.0,PE,ITM1,172.3,171.7,172.27,171.84,175.0,170.0,0.029036,0.029095,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0267,-0.1385,65,-39.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:20:42:SHORT
2026-04-24,12:23:08,2026-04-24,12:26:20,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23906.65,23894.1,NIFTY28APR2623950PE,23950.0,PE,ITM1,178.9,187.8,178.77,188.13,180.0,185.0,0.02798,0.026599,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1333,-0.3325,65,578.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:23:08:SHORT
2026-04-24,12:28:28,2026-04-24,12:28:56,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,23883.0,23885.4,NIFTY28APR2623900PE,23900.0,PE,ITM1,169.1,165.6,169.07,165.64,170.0,165.0,0.02959,0.030166,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0294,-0.0429,65,-227.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:28:28:SHORT
2026-04-24,12:33:17,2026-04-24,12:35:37,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23892.3,23902.65,NIFTY28APR2623850CE,23850.0,CE,ITM1,205.8,208.6,205.49,208.82,210.0,205.0,0.024328,0.023952,ws,ws,type_b_ladder,type_b_ladder,False,False,0.3056,-0.225,65,182.0,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:33:17:LONG
2026-04-24,12:38:39,2026-04-24,12:39:40,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23906.0,23898.8,NIFTY28APR2623900CE,23900.0,CE,ITM1,185.7,182.15,185.57,182.27,190.0,180.0,0.026936,0.027416,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1321,-0.1167,65,-230.75,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:38:39:LONG
2026-04-24,12:41:29,2026-04-24,12:42:20,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,23905.55,23899.45,NIFTY28APR2623900CE,23900.0,CE,ITM1,183.7,180.6,183.55,180.93,185.0,180.0,0.027248,0.027651,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1524,-0.3273,65,-201.5,strategy_1min_hft__TYPE_B:NIFTY:2026-04-24T12:41:29:LONG
